,KOTAKBANK.NS.Close,,SBIN.NS.Close,,AXISBANK.NS.Adjusted,,HDFCBANK.NS.Close
18/02/2013,332.899994,19/02/2013,227.350006,2013-02-19,246.840607,19/02/2013,674.799988
19/02/2013,337.399994,20/02/2013,225.205002,2013-02-20,246.840607,20/02/2013,676.950012
20/02/2013,334.024994,21/02/2013,221.054993,2013-02-21,240.907104,21/02/2013,666.25
21/02/2013,330.149994,22/02/2013,219.600006,2013-02-22,242.124695,22/02/2013,659.299988
22/02/2013,332.625,25/02/2013,222.089996,2013-02-25,240.281219,25/02/2013,656.450012
25/02/2013,330.325012,26/02/2013,219.839996,2013-02-26,234.553482,26/02/2013,651.25
26/02/2013,330.674988,27/02/2013,221.339996,2013-02-27,240.083984,27/02/2013,642.75
27/02/2013,326.75,28/02/2013,208.089996,2013-02-28,230.506363,28/02/2013,625.349976
28/02/2013,329.799988,01/03/2013,208.764999,2013-03-01,233.858963,01/03/2013,622.5
01/03/2013,327.424988,04/03/2013,209.949997,2013-03-04,234.750687,04/03/2013,627.650024
04/03/2013,327.524994,05/03/2013,212.854996,2013-03-05,240.632751,05/03/2013,632.950012
05/03/2013,327.975006,06/03/2013,216.860001,2013-03-06,240.452667,06/03/2013,630.5
06/03/2013,327.325012,07/03/2013,216.615005,2013-03-07,240.649872,07/03/2013,641.799988
07/03/2013,327.625,08/03/2013,220.949997,2013-03-08,241.284393,08/03/2013,657.299988
08/03/2013,337.649994,11/03/2013,220.470001,2013-03-11,240.28978,11/03/2013,655.25
11/03/2013,334.450012,12/03/2013,220.684998,2013-03-12,237.468811,12/03/2013,644
12/03/2013,334.149994,13/03/2013,217.934998,2013-03-13,230.943665,13/03/2013,634.900024
13/03/2013,325.225006,14/03/2013,225.505005,2013-03-14,231.9897,14/03/2013,649.25
14/03/2013,329.125,15/03/2013,226.199997,2013-03-15,229.768951,15/03/2013,639.400024
15/03/2013,332.149994,18/03/2013,224.979996,2013-03-18,227.239471,18/03/2013,643.299988
18/03/2013,327.100006,19/03/2013,220.354996,2013-03-19,226.622116,19/03/2013,631.549988
19/03/2013,319.149994,20/03/2013,212.039993,2013-03-20,222.806519,20/03/2013,625.5
20/03/2013,316.600006,21/03/2013,211.945007,2013-03-21,224.941544,21/03/2013,607
21/03/2013,315.825012,22/03/2013,208.395004,2013-03-22,222.94371,22/03/2013,605.25
22/03/2013,319.299988,25/03/2013,205.824997,2013-03-25,224.538544,25/03/2013,609.400024
25/03/2013,315.924988,26/03/2013,205.029999,2013-03-26,221.940491,26/03/2013,614.5
26/03/2013,319.850006,28/03/2013,207.274994,2013-03-28,223.055191,28/03/2013,625.349976
28/03/2013,326.5,01/04/2013,209.059998,2013-04-01,225.490311,01/04/2013,623.849976
01/04/2013,326,02/04/2013,214.044998,2013-04-02,223.166611,02/04/2013,629.900024
02/04/2013,328.149994,03/04/2013,210.460007,2013-04-03,219.18811,03/04/2013,623.650024
03/04/2013,325.424988,04/04/2013,206.759995,2013-04-04,213.306061,04/04/2013,616.150024
04/04/2013,316.350006,05/04/2013,205.669998,2013-04-05,210.85376,05/04/2013,620.950012
05/04/2013,318.375,08/04/2013,203.369995,2013-04-08,206.335052,08/04/2013,624.450012
08/04/2013,315.049988,09/04/2013,198.824997,2013-04-09,206.335052,09/04/2013,620.599976
09/04/2013,309.375,10/04/2013,202.315002,2013-04-10,212.525757,10/04/2013,632
10/04/2013,319.100006,11/04/2013,204.235001,2013-04-11,214.729385,11/04/2013,639.25
11/04/2013,315.274994,12/04/2013,208.179993,2013-04-12,216.812988,12/04/2013,643.700012
12/04/2013,319.174988,15/04/2013,214.630005,2013-04-15,221.940491,15/04/2013,641.549988
15/04/2013,320.350006,16/04/2013,218.309998,2013-04-16,233.790359,16/04/2013,663.349976
16/04/2013,326.600006,17/04/2013,224.514999,2013-04-17,236.174042,17/04/2013,660.099976
17/04/2013,329.875,18/04/2013,229.964996,2013-04-18,245.125778,18/04/2013,673.599976
18/04/2013,334.475006,22/04/2013,232.710007,2013-04-22,247.140732,22/04/2013,698.299988
22/04/2013,338.25,23/04/2013,228.75,2013-04-23,247.766678,23/04/2013,689
23/04/2013,345.950012,25/04/2013,233.455002,2013-04-25,257.815887,25/04/2013,689.549988
25/04/2013,355.25,26/04/2013,228.794998,2013-04-26,254.891998,26/04/2013,689.099976
26/04/2013,356.375,29/04/2013,227.354996,2013-04-29,253.014206,29/04/2013,695.150024
29/04/2013,354.5,30/04/2013,226.429993,2013-04-30,255.980957,30/04/2013,682.299988
30/04/2013,353.549988,02/05/2013,229.945007,2013-05-02,259.976685,02/05/2013,692.5
02/05/2013,358.725006,03/05/2013,221.380005,2013-05-03,252.911301,03/05/2013,680.950012
03/05/2013,361.625,06/05/2013,222.610001,2013-05-06,250.330429,06/05/2013,675.5
06/05/2013,355.799988,07/05/2013,225.679993,2013-05-07,257.910217,07/05/2013,688.049988
07/05/2013,364.225006,08/05/2013,225.470001,2013-05-08,255.466522,08/05/2013,697.150024
08/05/2013,364.424988,09/05/2013,229.095001,2013-05-09,249.370087,09/05/2013,690.049988
09/05/2013,361.674988,10/05/2013,229.360001,2013-05-10,252.07103,10/05/2013,703.349976
10/05/2013,365.225006,13/05/2013,227.770004,2013-05-13,249.001358,13/05/2013,692.75
13/05/2013,362.5,14/05/2013,229.304993,2013-05-14,251.659454,14/05/2013,689.049988
14/05/2013,364.950012,15/05/2013,238.274994,2013-05-15,258.724792,15/05/2013,714.849976
15/05/2013,384.125,16/05/2013,241.934998,2013-05-16,262.53183,16/05/2013,722.799988
16/05/2013,388.975006,17/05/2013,242.485001,2013-05-17,263.277802,17/05/2013,718.900024
17/05/2013,397.174988,20/05/2013,241.179993,2013-05-20,262.32605,20/05/2013,714.5
20/05/2013,390.875,21/05/2013,236.070007,2013-05-21,260.756897,21/05/2013,707.799988
21/05/2013,382.549988,22/05/2013,236.300003,2013-05-22,259.453613,22/05/2013,703.450012
22/05/2013,384.049988,23/05/2013,217.759995,2013-05-23,249.55014,23/05/2013,698.599976
23/05/2013,382.774994,24/05/2013,215.119995,2013-05-24,250.579086,24/05/2013,701.349976
24/05/2013,390.524994,27/05/2013,216.210007,2013-05-27,253.485794,27/05/2013,715.049988
27/05/2013,394.725006,28/05/2013,212.979996,2013-05-28,251.830978,28/05/2013,713.299988
28/05/2013,387.700012,29/05/2013,210.630005,2013-05-29,250.304718,29/05/2013,715.950012
29/05/2013,388.625,30/05/2013,208.854996,2013-05-30,245.69165,30/05/2013,725.150024
30/05/2013,399.924988,31/05/2013,204.675003,2013-05-31,245.322983,31/05/2013,700.5
31/05/2013,391.475006,03/06/2013,206.985001,2013-06-03,245.37442,03/06/2013,689.150024
03/06/2013,385.200012,04/06/2013,202.820007,2013-06-04,239.303696,04/06/2013,683.049988
04/06/2013,383.649994,05/06/2013,203.175003,2013-06-05,237.04007,05/06/2013,687.950012
05/06/2013,384.225006,06/06/2013,204.880005,2013-06-06,243.187912,06/06/2013,682.200012
06/06/2013,387.350006,07/06/2013,202.414993,2013-06-07,236.354065,07/06/2013,676.150024
07/06/2013,381.450012,10/06/2013,201.154999,2013-06-10,232.409851,10/06/2013,676.349976
10/06/2013,376.825012,11/06/2013,199.75,2013-06-11,226.827942,11/06/2013,664.900024
11/06/2013,374.700012,12/06/2013,200.604996,2013-06-12,218.553589,12/06/2013,663.950012
12/06/2013,373.174988,13/06/2013,201.880005,2013-06-13,217.901932,13/06/2013,655.099976
13/06/2013,371.700012,14/06/2013,204.585007,2013-06-14,222.592163,14/06/2013,665.049988
14/06/2013,378.350006,17/06/2013,206.580002,2013-06-17,225.687515,17/06/2013,667.349976
17/06/2013,378.075012,18/06/2013,204.360001,2013-06-18,220.637177,18/06/2013,657.450012
18/06/2013,381.399994,19/06/2013,204.580002,2013-06-19,220.371368,19/06/2013,665.200012
19/06/2013,383.075012,20/06/2013,199.755005,2013-06-20,212.611526,20/06/2013,636.599976
20/06/2013,369.299988,21/06/2013,198.910004,2013-06-21,216.024155,21/06/2013,635.25
21/06/2013,364.75,24/06/2013,194.845001,2013-06-24,213.168854,24/06/2013,625.349976
24/06/2013,346.850006,25/06/2013,190.779999,2013-06-25,211.179565,25/06/2013,634
25/06/2013,359.149994,26/06/2013,190.005005,2013-06-26,214.086304,26/06/2013,622.849976
26/06/2013,344.125,27/06/2013,191.25,2013-06-27,218.656479,27/06/2013,646.5
27/06/2013,351.049988,28/06/2013,195.380005,2013-06-28,227.256653,28/06/2013,669.5
28/06/2013,361.100006,01/07/2013,201.559998,2013-07-01,231.303772,01/07/2013,668.75
01/07/2013,361.975006,02/07/2013,198.990005,2013-07-02,224.392792,02/07/2013,656.549988
02/07/2013,357.875,03/07/2013,189.875,2013-07-03,219.136673,03/07/2013,650.650024
03/07/2013,349.424988,04/07/2013,189.994995,2013-07-04,216.924469,04/07/2013,655.150024
04/07/2013,349.774994,05/07/2013,189.445007,2013-07-05,237.80545,05/07/2013,667.75
05/07/2013,351.325012,08/07/2013,187.320007,2013-07-08,231.251282,08/07/2013,660.450012
08/07/2013,346.125,09/07/2013,189.464996,2013-07-09,233.429871,09/07/2013,670.299988
09/07/2013,357.024994,10/07/2013,187.630005,2013-07-10,232.026733,10/07/2013,659.299988
10/07/2013,363.174988,11/07/2013,191.134995,2013-07-11,237.750061,11/07/2013,683.25
11/07/2013,372.899994,12/07/2013,189.339996,2013-07-12,238.45166,12/07/2013,695.75
12/07/2013,379.049988,15/07/2013,191.229996,2013-07-15,241.654892,15/07/2013,695.450012
15/07/2013,378.725006,16/07/2013,182.764999,2013-07-16,227.244949,16/07/2013,678.700012
16/07/2013,356.424988,17/07/2013,180.669998,2013-07-17,220.386154,17/07/2013,662.900024
17/07/2013,355.700012,18/07/2013,182.425003,2013-07-18,228.601929,18/07/2013,684.099976
18/07/2013,355.850006,19/07/2013,181.130005,2013-07-19,220.053833,19/07/2013,680
19/07/2013,345.424988,22/07/2013,182.470001,2013-07-22,221.567749,22/07/2013,682.049988
22/07/2013,350.325012,23/07/2013,186.095001,2013-07-23,222.075485,23/07/2013,683.599976
23/07/2013,365.049988,24/07/2013,180.125,2013-07-24,207.730164,24/07/2013,659.950012
24/07/2013,344.725006,25/07/2013,179.815002,2013-07-25,208.117859,25/07/2013,653.849976
25/07/2013,342.575012,26/07/2013,176.524994,2013-07-26,204.471542,26/07/2013,644.099976
26/07/2013,339.975006,29/07/2013,174.005005,2013-07-29,202.763748,29/07/2013,632.5
29/07/2013,330.950012,30/07/2013,172.330002,2013-07-30,201.794479,30/07/2013,625.349976
30/07/2013,325.174988,31/07/2013,170.839996,2013-07-31,191.003189,31/07/2013,609.75
31/07/2013,326.174988,01/08/2013,168.320007,2013-08-01,200.465179,01/08/2013,632.200012
01/08/2013,333.149994,02/08/2013,168.059998,2013-08-02,203.677643,02/08/2013,631.25
02/08/2013,326.75,05/08/2013,168.225006,2013-08-05,207.582458,05/08/2013,632.700012
05/08/2013,330.450012,06/08/2013,164.139999,2013-08-06,201.212921,06/08/2013,608.650024
06/08/2013,319.075012,07/08/2013,171.610001,2013-08-07,197.317337,07/08/2013,601.200012
07/08/2013,320.450012,08/08/2013,166.414993,2013-08-08,200.428268,08/08/2013,610.5
08/08/2013,326.375,12/08/2013,160.535004,2013-08-12,197.63121,12/08/2013,602.200012
12/08/2013,325.024994,13/08/2013,161.994995,2013-08-13,210.979538,13/08/2013,620.5
13/08/2013,329.549988,14/08/2013,162.440002,2013-08-14,212.244232,14/08/2013,621.349976
14/08/2013,330.649994,16/08/2013,157.059998,2013-08-16,193.661774,16/08/2013,587.900024
16/08/2013,316.125,19/08/2013,153.050003,2013-08-19,182.408936,19/08/2013,584.700012
19/08/2013,310.399994,20/08/2013,155.404999,2013-08-20,181.171936,20/08/2013,584.75
20/08/2013,317.100006,21/08/2013,154.800003,2013-08-21,180.553452,21/08/2013,593.349976
21/08/2013,312.274994,22/08/2013,156.475006,2013-08-22,179.021042,22/08/2013,588.700012
22/08/2013,315.299988,23/08/2013,155.910004,2013-08-23,181.208847,23/08/2013,607.549988
23/08/2013,321.274994,26/08/2013,155.725006,2013-08-26,172.457672,26/08/2013,611.299988
26/08/2013,316.575012,27/08/2013,152,2013-08-27,162.035614,27/08/2013,561.900024
27/08/2013,306.774994,28/08/2013,149.785004,2013-08-28,154.706009,28/08/2013,561.950012
28/08/2013,303.325012,29/08/2013,148.779999,2013-08-29,157.069214,29/08/2013,572.049988
29/08/2013,323.725006,30/08/2013,151.895004,2013-08-30,153.782898,30/08/2013,594
30/08/2013,329.799988,02/09/2013,151.634995,2013-09-02,159.570877,02/09/2013,589.5
02/09/2013,313.5,03/09/2013,147.565002,2013-09-03,144.533234,03/09/2013,562.549988
03/09/2013,300.325012,04/09/2013,149.419998,2013-09-04,147.97644,04/09/2013,564.049988
04/09/2013,304.25,05/09/2013,163.815002,2013-09-05,171.239136,05/09/2013,609.5
05/09/2013,331,06/09/2013,163.455002,2013-09-06,175.836304,06/09/2013,616.200012
06/09/2013,338.625,10/09/2013,163.350006,2013-09-10,184.310562,10/09/2013,638
10/09/2013,354.225006,11/09/2013,169.005005,2013-09-11,190.107758,11/09/2013,647.25
11/09/2013,357.600006,12/09/2013,165.839996,2013-09-12,188.307663,12/09/2013,633.950012
12/09/2013,350.25,13/09/2013,166.110001,2013-09-13,195.628021,13/09/2013,629.200012
13/09/2013,358,16/09/2013,164.634995,2013-09-16,200.788269,16/09/2013,642.799988
16/09/2013,355.549988,17/09/2013,163.365005,2013-09-17,194.511047,17/09/2013,642.25
17/09/2013,354.625,18/09/2013,167.365005,2013-09-18,199.320511,18/09/2013,650.5
18/09/2013,357.424988,19/09/2013,180.774994,2013-09-19,210.508743,19/09/2013,683.200012
19/09/2013,385.825012,20/09/2013,174.755005,2013-09-20,203.520706,20/09/2013,659.049988
20/09/2013,374.100006,23/09/2013,165.464996,2013-09-23,190.172379,23/09/2013,641.950012
23/09/2013,359.649994,24/09/2013,164.494995,2013-09-24,189.341568,24/09/2013,638.450012
24/09/2013,360.049988,25/09/2013,169.264999,2013-09-25,190.910873,25/09/2013,620.599976
25/09/2013,354.649994,26/09/2013,167.610001,2013-09-26,190.412399,26/09/2013,621.150024
26/09/2013,351.700012,27/09/2013,164.070007,2013-09-27,190.3293,27/09/2013,608.900024
27/09/2013,341.424988,30/09/2013,161.490005,2013-09-30,186.0737,30/09/2013,593.049988
30/09/2013,339.049988,01/10/2013,164.335007,2013-10-01,192.766342,01/10/2013,611.650024
01/10/2013,342.549988,03/10/2013,166.020004,2013-10-03,203.95459,03/10/2013,636.200012
03/10/2013,350.049988,04/10/2013,165.065002,2013-10-04,201.711411,04/10/2013,640.450012
04/10/2013,347.774994,07/10/2013,163.304993,2013-10-07,197.889679,07/10/2013,634.299988
07/10/2013,343.375,08/10/2013,160.755005,2013-10-08,196.957321,08/10/2013,632.650024
08/10/2013,347.424988,09/10/2013,160.899994,2013-10-09,199.265137,09/10/2013,649.150024
09/10/2013,359.399994,10/10/2013,163.294998,2013-10-10,196.855774,10/10/2013,641.049988
10/10/2013,352.850006,11/10/2013,165.279999,2013-10-11,203.022232,11/10/2013,661.299988
11/10/2013,352.5,14/10/2013,165.720001,2013-10-14,204.766937,14/10/2013,667.5
14/10/2013,349.299988,15/10/2013,162.279999,2013-10-15,199.662064,15/10/2013,652.450012
15/10/2013,341.450012,17/10/2013,162.130005,2013-10-17,202.412994,17/10/2013,654.200012
17/10/2013,338.424988,18/10/2013,166.460007,2013-10-18,213.462753,18/10/2013,676.599976
18/10/2013,350.674988,21/10/2013,167.154999,2013-10-21,217.090607,21/10/2013,671.25
21/10/2013,358.424988,22/10/2013,167.524994,2013-10-22,221.761612,22/10/2013,669
22/10/2013,354.549988,23/10/2013,171.654999,2013-10-23,223.414001,23/10/2013,660.200012
23/10/2013,355.049988,24/10/2013,171.830002,2013-10-24,222.878586,24/10/2013,669.299988
24/10/2013,353.524994,25/10/2013,172.095001,2013-10-25,219.841522,25/10/2013,672.549988
25/10/2013,352.450012,28/10/2013,167.539993,2013-10-28,219.979996,28/10/2013,667.900024
28/10/2013,354.25,29/10/2013,174.044998,2013-10-29,230.854355,29/10/2013,686.5
29/10/2013,366.524994,30/10/2013,172.104996,2013-10-30,225.59256,30/10/2013,679.349976
30/10/2013,369.049988,31/10/2013,179.675003,2013-10-31,225.74025,31/10/2013,680.799988
31/10/2013,376.225006,01/11/2013,187.899994,2013-11-01,225.038681,01/11/2013,683.799988
01/11/2013,374.25,05/11/2013,187.595001,2013-11-05,226.534149,05/11/2013,676.25
05/11/2013,372.700012,06/11/2013,180.955002,2013-11-06,223.949402,06/11/2013,668.900024
06/11/2013,365.725006,07/11/2013,175.259995,2013-11-07,216.250549,07/11/2013,665.400024
07/11/2013,367.325012,08/11/2013,174.429993,2013-11-08,206.631653,08/11/2013,652.5
08/11/2013,363.700012,11/11/2013,170.434998,2013-11-11,198.868164,11/11/2013,654.25
11/11/2013,356.174988,12/11/2013,167.294998,2013-11-12,193.458694,12/11/2013,645.950012
12/11/2013,358.100006,13/11/2013,169.705002,2013-11-13,190.273926,13/11/2013,633.700012
13/11/2013,359.125,14/11/2013,172.309998,2013-11-14,202.551453,14/11/2013,642.200012
14/11/2013,362.825012,18/11/2013,176.759995,2013-11-18,210.444122,18/11/2013,668.799988
18/11/2013,371.524994,19/11/2013,182.339996,2013-11-19,209.557922,19/11/2013,660.049988
19/11/2013,367.674988,20/11/2013,179.570007,2013-11-20,208.893295,20/11/2013,649.549988
20/11/2013,366.475006,21/11/2013,176.294998,2013-11-21,200.557495,21/11/2013,637.650024
21/11/2013,355.75,22/11/2013,173.794998,2013-11-22,199.809769,22/11/2013,642.150024
22/11/2013,358.299988,25/11/2013,180.664993,2013-11-25,205.93927,25/11/2013,659.75
25/11/2013,372.825012,26/11/2013,178.524994,2013-11-26,206.059296,26/11/2013,652.950012
26/11/2013,372.924988,27/11/2013,176.369995,2013-11-27,206.936264,27/11/2013,653.549988
27/11/2013,373.524994,28/11/2013,176.360001,2013-11-28,206.8255,28/11/2013,653.400024
28/11/2013,375.950012,29/11/2013,181.945007,2013-11-29,213.41658,29/11/2013,661.299988
29/11/2013,378.399994,02/12/2013,182.214996,2013-12-02,219.841522,02/12/2013,661.299988
02/12/2013,385.274994,03/12/2013,181.350006,2013-12-03,220.376923,03/12/2013,655.75
03/12/2013,379.350006,04/12/2013,181.735001,2013-12-04,219.896912,04/12/2013,657.599976
04/12/2013,374.524994,05/12/2013,185.595001,2013-12-05,229.211212,05/12/2013,688.099976
05/12/2013,380.975006,06/12/2013,185.955002,2013-12-06,236.273087,06/12/2013,682.700012
06/12/2013,378.924988,09/12/2013,189.085007,2013-12-09,240.657944,09/12/2013,696.650024
09/12/2013,381.950012,10/12/2013,184.330002,2013-12-10,233.522171,10/12/2013,696.700012
10/12/2013,386.25,11/12/2013,179.654999,2013-12-11,235.063797,11/12/2013,695.549988
11/12/2013,384.475006,12/12/2013,177.699997,2013-12-12,230.355865,12/12/2013,695.200012
12/12/2013,382.549988,13/12/2013,174.360001,2013-12-13,228.897354,13/12/2013,689.950012
13/12/2013,379.25,16/12/2013,173.210007,2013-12-16,232.885223,16/12/2013,684.349976
16/12/2013,375.399994,17/12/2013,171.830002,2013-12-17,231.906723,17/12/2013,657.599976
17/12/2013,370.299988,18/12/2013,176.339996,2013-12-18,236.845428,18/12/2013,666.25
18/12/2013,375.100006,19/12/2013,173.104996,2013-12-19,232.072876,19/12/2013,652.549988
19/12/2013,360.975006,20/12/2013,175.119995,2013-12-20,235.922318,20/12/2013,664.599976
20/12/2013,366.575012,23/12/2013,175.845001,2013-12-23,238.396271,23/12/2013,664.450012
23/12/2013,366.274994,24/12/2013,175.925003,2013-12-24,236.863892,24/12/2013,657.299988
24/12/2013,364.399994,26/12/2013,175.345001,2013-12-26,239.467087,26/12/2013,669.049988
26/12/2013,362.950012,27/12/2013,177.009995,2013-12-27,238.996292,27/12/2013,669.650024
27/12/2013,370.024994,30/12/2013,176.460007,2013-12-30,237.473145,30/12/2013,669.5
30/12/2013,365.899994,31/12/2013,176.649994,2013-12-31,239.928665,31/12/2013,665.849976
31/12/2013,364.125,01/01/2014,176.505005,2014-01-01,238.571671,01/01/2014,665.150024
01/01/2014,361.274994,02/01/2014,174.259995,2014-01-02,234.897644,02/01/2014,657
02/01/2014,353.700012,03/01/2014,171.964996,2014-01-03,232.792908,03/01/2014,663.099976
03/01/2014,356.274994,06/01/2014,168.815002,2014-01-06,231.943649,06/01/2014,661.700012
06/01/2014,357.049988,07/01/2014,166.139999,2014-01-07,227.872681,07/01/2014,664.400024
07/01/2014,354.075012,08/01/2014,165.714996,2014-01-08,223.718643,08/01/2014,664.700012
08/01/2014,356.450012,09/01/2014,163.979996,2014-01-09,218.752228,09/01/2014,662.950012
09/01/2014,355.075012,10/01/2014,160.815002,2014-01-10,214.912048,10/01/2014,662.049988
10/01/2014,350.225006,13/01/2014,164.125,2014-01-13,218.761459,13/01/2014,672.849976
13/01/2014,358.450012,14/01/2014,162.75,2014-01-14,217.312149,14/01/2014,672.299988
14/01/2014,355.649994,15/01/2014,164.070007,2014-01-15,217.542938,15/01/2014,680.549988
